Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2015–2017,7,1 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,521,2 tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,632,2 tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,472,2 tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,380,2 tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,325,2 tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,497,2 tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,263,2 tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,71,2 tilbagefald,Grundskole,Mænd,60+ år
2015–2017,85,2 tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,65,2 tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,62,2 tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,53,2 tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,47,2 tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,81,2 tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,59,2 tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,22,2 tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,173,2 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,144,2 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,54,2 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,31,2 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,34,2 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,80,2 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,36,2 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,7,2 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,13,2 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,12,2 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,7,2 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,4,2 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,5,2 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,20,2 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,6,2 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,4,2 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,312,2 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,617,2 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,360,2 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,240,2 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,248,2 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,481,2 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,287,2 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,96,2 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,13,2 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,39,2 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,33,2 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,34,2 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,33,2 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,58,2 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,34,2 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,5,2 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,3,2 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,76,2 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,77,2 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,66,2 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,63,2 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,179,2 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,128,2 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,57,2 tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,0,2 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,6,2 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2015–2017,14,2 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2015–2017,12,2 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2015–2017,20,2 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2015–2017,49,2 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2015–2017,28,2 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2015–2017,10,2 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2015–2017,10,2 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2015–2017,37,2 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2015–2017,85,2 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2015–2017,74,2 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2015–2017,42,2 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2015–2017,57,2 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2015–2017,44,2 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2015–2017,5,2 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2015–2017,0,2 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2015–2017,4,2 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2015–2017,7,2 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2015–2017,5,2 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2015–2017,5,2 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2015–2017,6,2 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2015–2017,6,2 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2015–2017,1,2 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,347,3 tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,396,3 tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,304,3 tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,210,3 tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,174,3 tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,234,3 tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,105,3 tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,36,3 tilbagefald,Grundskole,Mænd,60+ år
2015–2017,33,3 tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,47,3 tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,32,3 tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,12,3 tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,12,3 tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,36,3 tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,18,3 tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,4,3 tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,94,3 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,63,3 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,25,3 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,18,3 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,15,3 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,32,3 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,14,3 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,2,3 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,6,3 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,5,3 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,3,3 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,3,3 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,2,3 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,0,3 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,144,3 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,247,3 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,144,3 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,93,3 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,76,3 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,196,3 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,97,3 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,27,3 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,7,3 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,8,3 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,14,3 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,10,3 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,5,3 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,17,3 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,7,3 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,5,3 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,0,3 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,18,3 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,25,3 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,17,3 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,14,3 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,66,3 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,40,3 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,8,3 tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,0,3 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,2,3 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2015–2017,3,3 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2015–2017,4,3 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2015–2017,8,3 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2015–2017,11,3 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2015–2017,3,3 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2015–2017,4,3 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2015–2017,4,3 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2015–2017,20,3 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2015–2017,35,3 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2015–2017,35,3 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2015–2017,22,3 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2015–2017,35,3 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2015–2017,20,3 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2015–2017,4,3 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2015–2017,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2015–2017,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2015–2017,3,3 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2015–2017,2,3 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2015–2017,2,3 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2015–2017,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2015–2017,4,3 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2015–2017,1,3 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,756,4-9 tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,933,4-9 tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,620,4-9 tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,359,4-9 tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,318,4-9 tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,400,4-9 tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,110,4-9 tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,27,4-9 tilbagefald,Grundskole,Mænd,60+ år
2015–2017,63,4-9 tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,96,4-9 tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,53,4-9 tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,43,4-9 tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,30,4-9 tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,50,4-9 tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,17,4-9 tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,4,4-9 tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,84,4-9 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,71,4-9 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,26,4-9 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,17,4-9 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,12,4-9 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,17,4-9 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,12,4-9 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,3,4-9 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,3,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,10,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,2,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,3,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,2,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,10,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,1,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,1,4-9 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,295,4-9 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,426,4-9 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,223,4-9 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,129,4-9 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,140,4-9 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,197,4-9 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,71,4-9 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,24,4-9 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,12,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,21,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,16,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,13,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,8,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,11,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,14,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,2,4-9 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,0,4-9 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,33,4-9 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,30,4-9 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,20,4-9 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,19,4-9 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,34,4-9 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,21,4-9 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,6,4-9 tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,0,4-9 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,3,4-9 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2015–2017,0,4-9 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2015–2017,2,4-9 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2015–2017,7,4-9 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2015–2017,8,4-9 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2015–2017,12,4-9 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2015–2017,3,4-9 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2015–2017,9,4-9 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2015–2017,47,4-9 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2015–2017,71,4-9 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2015–2017,58,4-9 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2015–2017,37,4-9 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2015–2017,73,4-9 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2015–2017,30,4-9 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2015–2017,0,4-9 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2015–2017,0,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2015–2017,2,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2015–2017,5,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2015–2017,7,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2015–2017,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2015–2017,8,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2015–2017,3,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2015–2017,0,4-9 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2015–2017,514,10 eller flere tilbagefald,Grundskole,Mænd,15–19 år
2015–2017,543,10 eller flere tilbagefald,Grundskole,Mænd,20–24 år
2015–2017,305,10 eller flere tilbagefald,Grundskole,Mænd,25–29 år
2015–2017,177,10 eller flere tilbagefald,Grundskole,Mænd,30–34 år
2015–2017,138,10 eller flere tilbagefald,Grundskole,Mænd,35–39 år
2015–2017,145,10 eller flere tilbagefald,Grundskole,Mænd,40–49 år
2015–2017,21,10 eller flere tilbagefald,Grundskole,Mænd,50–59 år
2015–2017,3,10 eller flere tilbagefald,Grundskole,Mænd,60+ år
2015–2017,17,10 eller flere tilbagefald,Grundskole,Kvinder,15–19 år
2015–2017,27,10 eller flere tilbagefald,Grundskole,Kvinder,20–24 år
2015–2017,21,10 eller flere tilbagefald,Grundskole,Kvinder,25–29 år
2015–2017,13,10 eller flere tilbagefald,Grundskole,Kvinder,30–34 år
2015–2017,11,10 eller flere tilbagefald,Grundskole,Kvinder,35–39 år
2015–2017,16,10 eller flere tilbagefald,Grundskole,Kvinder,40–49 år
2015–2017,2,10 eller flere tilbagefald,Grundskole,Kvinder,50–59 år
2015–2017,0,10 eller flere tilbagefald,Grundskole,Kvinder,60+ år
2015–2017,31,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2015–2017,24,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2015–2017,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2015–2017,8,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2015–2017,3,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2015–2017,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2015–2017,5,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2015–2017,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2015–2017,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2015–2017,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2015–2017,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2015–2017,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2015–2017,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2015–2017,2,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2015–2017,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2015–2017,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2015–2017,98,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2015–2017,151,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2015–2017,83,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2015–2017,48,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2015–2017,38,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2015–2017,53,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2015–2017,16,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2015–2017,4,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2015–2017,4,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2015–2017,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2015–2017,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2015–2017,4,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2015–2017,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2015–2017,7,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2015–2017,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2015–2017,1,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2015–2017,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,15–19 år
2015–2017,10,10 eller flere tilbagefald,Videregående uddannelse,Mænd,20–24 år
2015–2017,6,10 eller flere tilbagefald,Videregående uddannelse,Mænd,25–29 år
2015–2017,8,10 eller flere tilbagefald,Videregående uddannelse,Mænd,30–34 år
2015–2017,4,10 eller flere tilbagefald,Videregående uddannelse,Mænd,35–39 år
2015–2017,4,10 eller flere tilbagefald,Videregående uddannelse,Mænd,40–49 år
2015–2017,7,10 eller flere tilbagefald,Videregående uddannelse,Mænd,50–59 år
2015–2017,0,10 eller flere tilbagefald,Videregående uddannelse,Mænd,60+ år
2015–2017,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2015–2017,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,20–24 år
